"time","rep","importation","facemask","infections"
38,67,1,"0.6",11
39,67,1,"0.6",17
40,67,1,"0.6",10
41,67,1,"0.6",14
42,67,1,"0.6",13
43,67,1,"0.6",14
44,67,1,"0.6",16
45,67,1,"0.6",9
46,67,1,"0.6",9
47,67,1,"0.6",8
48,67,1,"0.6",13
49,67,1,"0.6",4
50,67,1,"0.6",3
51,67,1,"0.6",9
52,67,1,"0.6",3
53,67,1,"0.6",3
54,67,1,"0.6",1
55,67,1,"0.6",2
56,67,1,"0.6",1
57,67,1,"0.6",2
58,67,1,"0.6",1
59,67,1,"0.6",3
60,67,1,"0.6",0
61,67,1,"0.6",1
62,67,1,"0.6",1
63,67,1,"0.6",0
64,67,1,"0.6",0
65,67,1,"0.6",2
66,67,1,"0.6",0
67,67,1,"0.6",0
68,67,1,"0.6",1
69,67,1,"0.6",0
70,67,1,"0.6",0
71,67,1,"0.6",1
72,67,1,"0.6",0
73,67,1,"0.6",0
1,68,1,"0.6",0
2,68,1,"0.6",0
3,68,1,"0.6",0
4,68,1,"0.6",0
5,68,1,"0.6",0
6,68,1,"0.6",0
7,68,1,"0.6",0
8,68,1,"0.6",0
9,68,1,"0.6",0
10,68,1,"0.6",0
11,68,1,"0.6",0
12,68,1,"0.6",0
13,68,1,"0.6",0
14,68,1,"0.6",0
15,68,1,"0.6",0
16,68,1,"0.6",0
17,68,1,"0.6",0
18,68,1,"0.6",0
19,68,1,"0.6",0
20,68,1,"0.6",0
21,68,1,"0.6",0
22,68,1,"0.6",0
23,68,1,"0.6",0
24,68,1,"0.6",0
25,68,1,"0.6",0
26,68,1,"0.6",0
27,68,1,"0.6",0
28,68,1,"0.6",0
29,68,1,"0.6",0
30,68,1,"0.6",0
31,68,1,"0.6",0
32,68,1,"0.6",0
33,68,1,"0.6",0
34,68,1,"0.6",0
35,68,1,"0.6",0
36,68,1,"0.6",0
37,68,1,"0.6",0
38,68,1,"0.6",0
39,68,1,"0.6",0
40,68,1,"0.6",0
41,68,1,"0.6",0
42,68,1,"0.6",0
43,68,1,"0.6",0
44,68,1,"0.6",0
45,68,1,"0.6",0
46,68,1,"0.6",0
47,68,1,"0.6",0
48,68,1,"0.6",0
49,68,1,"0.6",0
50,68,1,"0.6",0
51,68,1,"0.6",0
52,68,1,"0.6",0
53,68,1,"0.6",0
54,68,1,"0.6",0
55,68,1,"0.6",0
56,68,1,"0.6",0
57,68,1,"0.6",0
58,68,1,"0.6",0
59,68,1,"0.6",0
60,68,1,"0.6",0
61,68,1,"0.6",0
62,68,1,"0.6",0
63,68,1,"0.6",0
64,68,1,"0.6",0
65,68,1,"0.6",0
66,68,1,"0.6",0
67,68,1,"0.6",0
68,68,1,"0.6",0
69,68,1,"0.6",0
70,68,1,"0.6",0
71,68,1,"0.6",0
72,68,1,"0.6",0
73,68,1,"0.6",0
1,69,1,"0.6",0
2,69,1,"0.6",0
3,69,1,"0.6",1
4,69,1,"0.6",0
5,69,1,"0.6",2
6,69,1,"0.6",0
7,69,1,"0.6",0
8,69,1,"0.6",0
9,69,1,"0.6",0
10,69,1,"0.6",0
11,69,1,"0.6",0
12,69,1,"0.6",0
13,69,1,"0.6",0
14,69,1,"0.6",0
15,69,1,"0.6",0
16,69,1,"0.6",0
17,69,1,"0.6",0
18,69,1,"0.6",0
19,69,1,"0.6",0
20,69,1,"0.6",0
21,69,1,"0.6",0
22,69,1,"0.6",0
23,69,1,"0.6",0
24,69,1,"0.6",0
25,69,1,"0.6",0
26,69,1,"0.6",0
27,69,1,"0.6",0
28,69,1,"0.6",0
29,69,1,"0.6",0
30,69,1,"0.6",0
31,69,1,"0.6",0
32,69,1,"0.6",0
33,69,1,"0.6",0
34,69,1,"0.6",0
35,69,1,"0.6",0
36,69,1,"0.6",0
37,69,1,"0.6",0
38,69,1,"0.6",0
39,69,1,"0.6",0
40,69,1,"0.6",0
41,69,1,"0.6",0
42,69,1,"0.6",0
43,69,1,"0.6",0
44,69,1,"0.6",0
45,69,1,"0.6",0
46,69,1,"0.6",0
47,69,1,"0.6",0
48,69,1,"0.6",0
49,69,1,"0.6",0
50,69,1,"0.6",0
51,69,1,"0.6",0
52,69,1,"0.6",0
53,69,1,"0.6",0
54,69,1,"0.6",0
55,69,1,"0.6",0
56,69,1,"0.6",0
57,69,1,"0.6",0
58,69,1,"0.6",0
59,69,1,"0.6",0
60,69,1,"0.6",0
61,69,1,"0.6",0
62,69,1,"0.6",0
63,69,1,"0.6",0
64,69,1,"0.6",0
65,69,1,"0.6",0
66,69,1,"0.6",0
67,69,1,"0.6",0
68,69,1,"0.6",0
69,69,1,"0.6",0
70,69,1,"0.6",0
71,69,1,"0.6",0
72,69,1,"0.6",0
73,69,1,"0.6",0
1,70,1,"0.6",0
2,70,1,"0.6",0
3,70,1,"0.6",0
4,70,1,"0.6",1
5,70,1,"0.6",0
6,70,1,"0.6",1
7,70,1,"0.6",0
8,70,1,"0.6",0
9,70,1,"0.6",0
10,70,1,"0.6",0
11,70,1,"0.6",0
12,70,1,"0.6",0
13,70,1,"0.6",0
14,70,1,"0.6",0
15,70,1,"0.6",0
16,70,1,"0.6",0
17,70,1,"0.6",0
18,70,1,"0.6",0
19,70,1,"0.6",0
20,70,1,"0.6",0
21,70,1,"0.6",0
22,70,1,"0.6",0
23,70,1,"0.6",0
24,70,1,"0.6",0
25,70,1,"0.6",0
26,70,1,"0.6",0
27,70,1,"0.6",0
28,70,1,"0.6",0
29,70,1,"0.6",0
30,70,1,"0.6",0
31,70,1,"0.6",0
32,70,1,"0.6",0
33,70,1,"0.6",0
34,70,1,"0.6",0
35,70,1,"0.6",0
36,70,1,"0.6",0
37,70,1,"0.6",0
38,70,1,"0.6",0
39,70,1,"0.6",0
40,70,1,"0.6",0
41,70,1,"0.6",0
42,70,1,"0.6",0
43,70,1,"0.6",0
44,70,1,"0.6",0
45,70,1,"0.6",0
46,70,1,"0.6",0
47,70,1,"0.6",0
48,70,1,"0.6",0
49,70,1,"0.6",0
50,70,1,"0.6",0
51,70,1,"0.6",0
52,70,1,"0.6",0
53,70,1,"0.6",0
54,70,1,"0.6",0
55,70,1,"0.6",0
56,70,1,"0.6",0
57,70,1,"0.6",0
58,70,1,"0.6",0
59,70,1,"0.6",0
60,70,1,"0.6",0
61,70,1,"0.6",0
62,70,1,"0.6",0
63,70,1,"0.6",0
64,70,1,"0.6",0
65,70,1,"0.6",0
66,70,1,"0.6",0
67,70,1,"0.6",0
68,70,1,"0.6",0
69,70,1,"0.6",0
70,70,1,"0.6",0
71,70,1,"0.6",0
72,70,1,"0.6",0
73,70,1,"0.6",0
1,71,1,"0.6",0
2,71,1,"0.6",0
3,71,1,"0.6",0
4,71,1,"0.6",0
5,71,1,"0.6",0
6,71,1,"0.6",0
7,71,1,"0.6",0
8,71,1,"0.6",0
9,71,1,"0.6",0
10,71,1,"0.6",0
11,71,1,"0.6",0
12,71,1,"0.6",0
13,71,1,"0.6",0
14,71,1,"0.6",0
15,71,1,"0.6",0
16,71,1,"0.6",0
17,71,1,"0.6",0
18,71,1,"0.6",0
19,71,1,"0.6",0
20,71,1,"0.6",0
21,71,1,"0.6",0
22,71,1,"0.6",0
23,71,1,"0.6",0
24,71,1,"0.6",0
25,71,1,"0.6",0
26,71,1,"0.6",0
27,71,1,"0.6",0
28,71,1,"0.6",0
29,71,1,"0.6",0
30,71,1,"0.6",0
31,71,1,"0.6",0
32,71,1,"0.6",0
33,71,1,"0.6",0
34,71,1,"0.6",0
35,71,1,"0.6",0
36,71,1,"0.6",0
37,71,1,"0.6",0
38,71,1,"0.6",0
39,71,1,"0.6",0
40,71,1,"0.6",0
41,71,1,"0.6",0
42,71,1,"0.6",0
43,71,1,"0.6",0
44,71,1,"0.6",0
45,71,1,"0.6",0
46,71,1,"0.6",0
47,71,1,"0.6",0
48,71,1,"0.6",0
49,71,1,"0.6",0
50,71,1,"0.6",0
51,71,1,"0.6",0
52,71,1,"0.6",0
53,71,1,"0.6",0
54,71,1,"0.6",0
55,71,1,"0.6",0
56,71,1,"0.6",0
57,71,1,"0.6",0
58,71,1,"0.6",0
59,71,1,"0.6",0
60,71,1,"0.6",0
61,71,1,"0.6",0
62,71,1,"0.6",0
63,71,1,"0.6",0
64,71,1,"0.6",0
65,71,1,"0.6",0
66,71,1,"0.6",0
67,71,1,"0.6",0
68,71,1,"0.6",0
69,71,1,"0.6",0
70,71,1,"0.6",0
71,71,1,"0.6",0
72,71,1,"0.6",0
73,71,1,"0.6",0
1,72,1,"0.6",0
2,72,1,"0.6",0
3,72,1,"0.6",0
4,72,1,"0.6",1
5,72,1,"0.6",1
6,72,1,"0.6",0
7,72,1,"0.6",1
8,72,1,"0.6",3
9,72,1,"0.6",0
10,72,1,"0.6",0
11,72,1,"0.6",0
12,72,1,"0.6",1
13,72,1,"0.6",0
14,72,1,"0.6",0
15,72,1,"0.6",1
16,72,1,"0.6",1
17,72,1,"0.6",0
18,72,1,"0.6",0
19,72,1,"0.6",1
20,72,1,"0.6",0
21,72,1,"0.6",0
22,72,1,"0.6",1
23,72,1,"0.6",0
24,72,1,"0.6",1
25,72,1,"0.6",0
26,72,1,"0.6",1
27,72,1,"0.6",0
28,72,1,"0.6",0
29,72,1,"0.6",0
30,72,1,"0.6",0
31,72,1,"0.6",1
32,72,1,"0.6",0
33,72,1,"0.6",0
34,72,1,"0.6",0
35,72,1,"0.6",1
36,72,1,"0.6",0
37,72,1,"0.6",1
38,72,1,"0.6",1
39,72,1,"0.6",0
40,72,1,"0.6",1
41,72,1,"0.6",0
42,72,1,"0.6",2
43,72,1,"0.6",1
44,72,1,"0.6",3
45,72,1,"0.6",1
46,72,1,"0.6",2
47,72,1,"0.6",2
48,72,1,"0.6",2
49,72,1,"0.6",1
50,72,1,"0.6",1
51,72,1,"0.6",3
52,72,1,"0.6",1
53,72,1,"0.6",4
54,72,1,"0.6",2
55,72,1,"0.6",2
56,72,1,"0.6",2
57,72,1,"0.6",1
58,72,1,"0.6",1
59,72,1,"0.6",4
60,72,1,"0.6",3
61,72,1,"0.6",3
62,72,1,"0.6",3
63,72,1,"0.6",4
64,72,1,"0.6",2
65,72,1,"0.6",1
66,72,1,"0.6",7
67,72,1,"0.6",6
68,72,1,"0.6",5
69,72,1,"0.6",2
70,72,1,"0.6",3
71,72,1,"0.6",3
72,72,1,"0.6",3
73,72,1,"0.6",2
1,73,1,"0.6",0
2,73,1,"0.6",0
3,73,1,"0.6",0
4,73,1,"0.6",0
5,73,1,"0.6",0
6,73,1,"0.6",0
7,73,1,"0.6",0
8,73,1,"0.6",0
9,73,1,"0.6",0
10,73,1,"0.6",0
11,73,1,"0.6",0
12,73,1,"0.6",0
13,73,1,"0.6",0
14,73,1,"0.6",0
15,73,1,"0.6",0
16,73,1,"0.6",0
17,73,1,"0.6",0
18,73,1,"0.6",0
19,73,1,"0.6",0
20,73,1,"0.6",0
21,73,1,"0.6",0
22,73,1,"0.6",0
23,73,1,"0.6",0
24,73,1,"0.6",0
25,73,1,"0.6",0
26,73,1,"0.6",0
27,73,1,"0.6",0
28,73,1,"0.6",0
29,73,1,"0.6",0
30,73,1,"0.6",0
31,73,1,"0.6",0
32,73,1,"0.6",0
33,73,1,"0.6",0
34,73,1,"0.6",0
35,73,1,"0.6",0
36,73,1,"0.6",0
37,73,1,"0.6",0
38,73,1,"0.6",0
39,73,1,"0.6",0
40,73,1,"0.6",0
41,73,1,"0.6",0
42,73,1,"0.6",0
43,73,1,"0.6",0
44,73,1,"0.6",0
45,73,1,"0.6",0
46,73,1,"0.6",0
47,73,1,"0.6",0
48,73,1,"0.6",0
49,73,1,"0.6",0
50,73,1,"0.6",0
51,73,1,"0.6",0
52,73,1,"0.6",0
53,73,1,"0.6",0
54,73,1,"0.6",0
55,73,1,"0.6",0
56,73,1,"0.6",0
57,73,1,"0.6",0
58,73,1,"0.6",0
59,73,1,"0.6",0
60,73,1,"0.6",0
61,73,1,"0.6",0
62,73,1,"0.6",0
63,73,1,"0.6",0
64,73,1,"0.6",0
65,73,1,"0.6",0
66,73,1,"0.6",0
67,73,1,"0.6",0
68,73,1,"0.6",0
69,73,1,"0.6",0
70,73,1,"0.6",0
71,73,1,"0.6",0
72,73,1,"0.6",0
73,73,1,"0.6",0
1,74,1,"0.6",0
2,74,1,"0.6",0
3,74,1,"0.6",0
4,74,1,"0.6",0
5,74,1,"0.6",0
6,74,1,"0.6",0
7,74,1,"0.6",0
8,74,1,"0.6",0
9,74,1,"0.6",0
10,74,1,"0.6",0
11,74,1,"0.6",0
12,74,1,"0.6",0
13,74,1,"0.6",0
14,74,1,"0.6",0
15,74,1,"0.6",0
16,74,1,"0.6",0
17,74,1,"0.6",0
18,74,1,"0.6",0
19,74,1,"0.6",0
20,74,1,"0.6",0
21,74,1,"0.6",0
22,74,1,"0.6",0
23,74,1,"0.6",0
24,74,1,"0.6",0
25,74,1,"0.6",0
26,74,1,"0.6",0
27,74,1,"0.6",0
28,74,1,"0.6",0
29,74,1,"0.6",0
30,74,1,"0.6",0
31,74,1,"0.6",0
32,74,1,"0.6",0
33,74,1,"0.6",0
34,74,1,"0.6",0
35,74,1,"0.6",0
36,74,1,"0.6",0
37,74,1,"0.6",0
38,74,1,"0.6",0
39,74,1,"0.6",0
40,74,1,"0.6",0
41,74,1,"0.6",0
42,74,1,"0.6",0
43,74,1,"0.6",0
44,74,1,"0.6",0
45,74,1,"0.6",0
46,74,1,"0.6",0
47,74,1,"0.6",0
48,74,1,"0.6",0
49,74,1,"0.6",0
50,74,1,"0.6",0
51,74,1,"0.6",0
52,74,1,"0.6",0
53,74,1,"0.6",0
54,74,1,"0.6",0
55,74,1,"0.6",0
56,74,1,"0.6",0
57,74,1,"0.6",0
58,74,1,"0.6",0
59,74,1,"0.6",0
60,74,1,"0.6",0
61,74,1,"0.6",0
62,74,1,"0.6",0
63,74,1,"0.6",0
64,74,1,"0.6",0
65,74,1,"0.6",0
66,74,1,"0.6",0
67,74,1,"0.6",0
68,74,1,"0.6",0
69,74,1,"0.6",0
70,74,1,"0.6",0
71,74,1,"0.6",0
72,74,1,"0.6",0
73,74,1,"0.6",0
1,75,1,"0.6",0
2,75,1,"0.6",0
3,75,1,"0.6",0
4,75,1,"0.6",0
5,75,1,"0.6",0
6,75,1,"0.6",0
7,75,1,"0.6",0
8,75,1,"0.6",0
9,75,1,"0.6",0
10,75,1,"0.6",0
11,75,1,"0.6",0
12,75,1,"0.6",0
13,75,1,"0.6",0
14,75,1,"0.6",0
15,75,1,"0.6",0
16,75,1,"0.6",0
17,75,1,"0.6",0
18,75,1,"0.6",0
19,75,1,"0.6",0
20,75,1,"0.6",0
21,75,1,"0.6",0
22,75,1,"0.6",0
23,75,1,"0.6",0
24,75,1,"0.6",0
25,75,1,"0.6",0
26,75,1,"0.6",0
27,75,1,"0.6",0
28,75,1,"0.6",0
29,75,1,"0.6",0
30,75,1,"0.6",0
31,75,1,"0.6",0
32,75,1,"0.6",0
33,75,1,"0.6",0
34,75,1,"0.6",0
35,75,1,"0.6",0
36,75,1,"0.6",0
37,75,1,"0.6",0
38,75,1,"0.6",0
39,75,1,"0.6",0
40,75,1,"0.6",0
41,75,1,"0.6",0
42,75,1,"0.6",0
43,75,1,"0.6",0
44,75,1,"0.6",0
45,75,1,"0.6",0
46,75,1,"0.6",0
47,75,1,"0.6",0
48,75,1,"0.6",0
49,75,1,"0.6",0
50,75,1,"0.6",0
51,75,1,"0.6",0
52,75,1,"0.6",0
53,75,1,"0.6",0
54,75,1,"0.6",0
55,75,1,"0.6",0
56,75,1,"0.6",0
57,75,1,"0.6",0
58,75,1,"0.6",0
59,75,1,"0.6",0
60,75,1,"0.6",0
61,75,1,"0.6",0
62,75,1,"0.6",0
63,75,1,"0.6",0
64,75,1,"0.6",0
65,75,1,"0.6",0
66,75,1,"0.6",0
67,75,1,"0.6",0
68,75,1,"0.6",0
69,75,1,"0.6",0
70,75,1,"0.6",0
71,75,1,"0.6",0
72,75,1,"0.6",0
73,75,1,"0.6",0
1,76,1,"0.6",3
2,76,1,"0.6",0
3,76,1,"0.6",2
4,76,1,"0.6",2
5,76,1,"0.6",3
6,76,1,"0.6",4
7,76,1,"0.6",1
8,76,1,"0.6",1
9,76,1,"0.6",1
10,76,1,"0.6",4
11,76,1,"0.6",0
12,76,1,"0.6",1
13,76,1,"0.6",1
14,76,1,"0.6",0
15,76,1,"0.6",1
16,76,1,"0.6",1
17,76,1,"0.6",1
18,76,1,"0.6",1
19,76,1,"0.6",5
20,76,1,"0.6",1
21,76,1,"0.6",7
22,76,1,"0.6",2
23,76,1,"0.6",7
24,76,1,"0.6",5
25,76,1,"0.6",16
26,76,1,"0.6",12
27,76,1,"0.6",5
28,76,1,"0.6",8
29,76,1,"0.6",12
30,76,1,"0.6",8
31,76,1,"0.6",11
32,76,1,"0.6",6
33,76,1,"0.6",6
34,76,1,"0.6",4
35,76,1,"0.6",8
36,76,1,"0.6",5
37,76,1,"0.6",3
38,76,1,"0.6",3
39,76,1,"0.6",4
40,76,1,"0.6",3
41,76,1,"0.6",1
42,76,1,"0.6",2
43,76,1,"0.6",2
44,76,1,"0.6",2
45,76,1,"0.6",1
46,76,1,"0.6",2
47,76,1,"0.6",0
48,76,1,"0.6",2
49,76,1,"0.6",0
50,76,1,"0.6",1
51,76,1,"0.6",0
52,76,1,"0.6",1
53,76,1,"0.6",0
54,76,1,"0.6",0
55,76,1,"0.6",0
56,76,1,"0.6",3
57,76,1,"0.6",0
58,76,1,"0.6",0
59,76,1,"0.6",0
60,76,1,"0.6",0
61,76,1,"0.6",0
62,76,1,"0.6",0
63,76,1,"0.6",0
64,76,1,"0.6",0
65,76,1,"0.6",0
66,76,1,"0.6",0
67,76,1,"0.6",0
68,76,1,"0.6",0
69,76,1,"0.6",0
70,76,1,"0.6",0
71,76,1,"0.6",0
72,76,1,"0.6",0
73,76,1,"0.6",0
1,77,1,"0.6",0
2,77,1,"0.6",0
3,77,1,"0.6",0
4,77,1,"0.6",0
5,77,1,"0.6",0
6,77,1,"0.6",0
7,77,1,"0.6",0
8,77,1,"0.6",0
9,77,1,"0.6",0
10,77,1,"0.6",0
11,77,1,"0.6",0
12,77,1,"0.6",0
13,77,1,"0.6",0
14,77,1,"0.6",0
15,77,1,"0.6",0
16,77,1,"0.6",0
17,77,1,"0.6",0
18,77,1,"0.6",0
19,77,1,"0.6",0
20,77,1,"0.6",0
21,77,1,"0.6",0
22,77,1,"0.6",0
23,77,1,"0.6",0
24,77,1,"0.6",0
25,77,1,"0.6",0
26,77,1,"0.6",0
27,77,1,"0.6",0
28,77,1,"0.6",0
29,77,1,"0.6",0
30,77,1,"0.6",0
31,77,1,"0.6",0
32,77,1,"0.6",0
33,77,1,"0.6",0
34,77,1,"0.6",0
35,77,1,"0.6",0
36,77,1,"0.6",0
37,77,1,"0.6",0
38,77,1,"0.6",0
39,77,1,"0.6",0
40,77,1,"0.6",0
41,77,1,"0.6",0
42,77,1,"0.6",0
43,77,1,"0.6",0
44,77,1,"0.6",0
45,77,1,"0.6",0
46,77,1,"0.6",0
47,77,1,"0.6",0
48,77,1,"0.6",0
49,77,1,"0.6",0
50,77,1,"0.6",0
51,77,1,"0.6",0
52,77,1,"0.6",0
53,77,1,"0.6",0
54,77,1,"0.6",0
55,77,1,"0.6",0
56,77,1,"0.6",0
57,77,1,"0.6",0
58,77,1,"0.6",0
59,77,1,"0.6",0
60,77,1,"0.6",0
61,77,1,"0.6",0
62,77,1,"0.6",0
63,77,1,"0.6",0
64,77,1,"0.6",0
65,77,1,"0.6",0
66,77,1,"0.6",0
67,77,1,"0.6",0
68,77,1,"0.6",0
69,77,1,"0.6",0
70,77,1,"0.6",0
71,77,1,"0.6",0
72,77,1,"0.6",0
73,77,1,"0.6",0
1,78,1,"0.6",1
2,78,1,"0.6",0
3,78,1,"0.6",0
4,78,1,"0.6",1
5,78,1,"0.6",1
6,78,1,"0.6",0
7,78,1,"0.6",0
8,78,1,"0.6",0
9,78,1,"0.6",0
10,78,1,"0.6",0
11,78,1,"0.6",1
12,78,1,"0.6",0
13,78,1,"0.6",0
14,78,1,"0.6",0
15,78,1,"0.6",0
16,78,1,"0.6",0
17,78,1,"0.6",0
18,78,1,"0.6",0
19,78,1,"0.6",0
20,78,1,"0.6",0
21,78,1,"0.6",0
22,78,1,"0.6",0
23,78,1,"0.6",0
24,78,1,"0.6",0
25,78,1,"0.6",0
26,78,1,"0.6",0
27,78,1,"0.6",0
28,78,1,"0.6",0
29,78,1,"0.6",0
30,78,1,"0.6",0
31,78,1,"0.6",0
32,78,1,"0.6",0
33,78,1,"0.6",0
34,78,1,"0.6",0
35,78,1,"0.6",0
36,78,1,"0.6",0
37,78,1,"0.6",0
38,78,1,"0.6",0
39,78,1,"0.6",0
40,78,1,"0.6",0
41,78,1,"0.6",0
42,78,1,"0.6",0
43,78,1,"0.6",0
44,78,1,"0.6",0
45,78,1,"0.6",0
46,78,1,"0.6",0
47,78,1,"0.6",0
48,78,1,"0.6",0
49,78,1,"0.6",0
50,78,1,"0.6",0
51,78,1,"0.6",0
52,78,1,"0.6",0
53,78,1,"0.6",0
54,78,1,"0.6",0
55,78,1,"0.6",0
56,78,1,"0.6",0
57,78,1,"0.6",0
58,78,1,"0.6",0
59,78,1,"0.6",0
60,78,1,"0.6",0
61,78,1,"0.6",0
62,78,1,"0.6",0
63,78,1,"0.6",0
64,78,1,"0.6",0
65,78,1,"0.6",0
66,78,1,"0.6",0
67,78,1,"0.6",0
68,78,1,"0.6",0
69,78,1,"0.6",0
70,78,1,"0.6",0
71,78,1,"0.6",0
72,78,1,"0.6",0
73,78,1,"0.6",0
1,79,1,"0.6",0
2,79,1,"0.6",0
3,79,1,"0.6",0
4,79,1,"0.6",0
5,79,1,"0.6",1
6,79,1,"0.6",0
7,79,1,"0.6",0
8,79,1,"0.6",0
9,79,1,"0.6",0
10,79,1,"0.6",0
11,79,1,"0.6",0
12,79,1,"0.6",0
13,79,1,"0.6",0
14,79,1,"0.6",0
15,79,1,"0.6",0
16,79,1,"0.6",0
17,79,1,"0.6",0
18,79,1,"0.6",0
19,79,1,"0.6",0
20,79,1,"0.6",0
21,79,1,"0.6",0
22,79,1,"0.6",0
23,79,1,"0.6",0
24,79,1,"0.6",0
25,79,1,"0.6",0
26,79,1,"0.6",0
27,79,1,"0.6",0
28,79,1,"0.6",0
29,79,1,"0.6",0
30,79,1,"0.6",0
31,79,1,"0.6",0
32,79,1,"0.6",0
33,79,1,"0.6",0
34,79,1,"0.6",0
35,79,1,"0.6",0
36,79,1,"0.6",0
37,79,1,"0.6",0
38,79,1,"0.6",0
39,79,1,"0.6",0
40,79,1,"0.6",0
41,79,1,"0.6",0
42,79,1,"0.6",0
43,79,1,"0.6",0
44,79,1,"0.6",0
45,79,1,"0.6",0
46,79,1,"0.6",0
47,79,1,"0.6",0
48,79,1,"0.6",0
49,79,1,"0.6",0
50,79,1,"0.6",0
51,79,1,"0.6",0
52,79,1,"0.6",0
53,79,1,"0.6",0
54,79,1,"0.6",0
55,79,1,"0.6",0
56,79,1,"0.6",0
57,79,1,"0.6",0
58,79,1,"0.6",0
59,79,1,"0.6",0
60,79,1,"0.6",0
61,79,1,"0.6",0
62,79,1,"0.6",0
63,79,1,"0.6",0
64,79,1,"0.6",0
65,79,1,"0.6",0
66,79,1,"0.6",0
67,79,1,"0.6",0
68,79,1,"0.6",0
69,79,1,"0.6",0
70,79,1,"0.6",0
71,79,1,"0.6",0
72,79,1,"0.6",0
73,79,1,"0.6",0
1,80,1,"0.6",0
2,80,1,"0.6",0
3,80,1,"0.6",1
4,80,1,"0.6",0
5,80,1,"0.6",0
6,80,1,"0.6",0
7,80,1,"0.6",0
8,80,1,"0.6",0
9,80,1,"0.6",0
10,80,1,"0.6",0
11,80,1,"0.6",0
12,80,1,"0.6",0
13,80,1,"0.6",0
14,80,1,"0.6",0
15,80,1,"0.6",0
16,80,1,"0.6",0
17,80,1,"0.6",0
18,80,1,"0.6",0
19,80,1,"0.6",0
20,80,1,"0.6",0
21,80,1,"0.6",0
22,80,1,"0.6",0
23,80,1,"0.6",0
24,80,1,"0.6",0
25,80,1,"0.6",0
26,80,1,"0.6",0
27,80,1,"0.6",0
28,80,1,"0.6",0
29,80,1,"0.6",0
30,80,1,"0.6",0
31,80,1,"0.6",0
32,80,1,"0.6",0
33,80,1,"0.6",0
34,80,1,"0.6",0
35,80,1,"0.6",0
36,80,1,"0.6",0
37,80,1,"0.6",0
38,80,1,"0.6",0
39,80,1,"0.6",0
40,80,1,"0.6",0
41,80,1,"0.6",0
42,80,1,"0.6",0
43,80,1,"0.6",0
44,80,1,"0.6",0
45,80,1,"0.6",0
46,80,1,"0.6",0
47,80,1,"0.6",0
48,80,1,"0.6",0
49,80,1,"0.6",0
50,80,1,"0.6",0
51,80,1,"0.6",0
52,80,1,"0.6",0
53,80,1,"0.6",0
54,80,1,"0.6",0
55,80,1,"0.6",0
56,80,1,"0.6",0
57,80,1,"0.6",0
58,80,1,"0.6",0
59,80,1,"0.6",0
60,80,1,"0.6",0
61,80,1,"0.6",0
62,80,1,"0.6",0
63,80,1,"0.6",0
64,80,1,"0.6",0
65,80,1,"0.6",0
66,80,1,"0.6",0
67,80,1,"0.6",0
68,80,1,"0.6",0
69,80,1,"0.6",0
70,80,1,"0.6",0
71,80,1,"0.6",0
72,80,1,"0.6",0
73,80,1,"0.6",0
1,81,1,"0.6",2
2,81,1,"0.6",2
3,81,1,"0.6",0
4,81,1,"0.6",0
5,81,1,"0.6",0
6,81,1,"0.6",1
7,81,1,"0.6",0
8,81,1,"0.6",0
9,81,1,"0.6",0
10,81,1,"0.6",0
11,81,1,"0.6",0
12,81,1,"0.6",1
13,81,1,"0.6",0
14,81,1,"0.6",0
15,81,1,"0.6",0
16,81,1,"0.6",1
17,81,1,"0.6",1
18,81,1,"0.6",0
19,81,1,"0.6",0
20,81,1,"0.6",0
21,81,1,"0.6",0
22,81,1,"0.6",1
23,81,1,"0.6",0
24,81,1,"0.6",0
25,81,1,"0.6",0
26,81,1,"0.6",1
27,81,1,"0.6",0
28,81,1,"0.6",0
29,81,1,"0.6",0
30,81,1,"0.6",0
31,81,1,"0.6",0
32,81,1,"0.6",0
33,81,1,"0.6",0
34,81,1,"0.6",0
35,81,1,"0.6",0
36,81,1,"0.6",0
37,81,1,"0.6",0
38,81,1,"0.6",0
39,81,1,"0.6",0
40,81,1,"0.6",0
41,81,1,"0.6",0
42,81,1,"0.6",0
43,81,1,"0.6",0
44,81,1,"0.6",0
45,81,1,"0.6",0
46,81,1,"0.6",0
47,81,1,"0.6",0
48,81,1,"0.6",0
49,81,1,"0.6",0
50,81,1,"0.6",0
51,81,1,"0.6",0
52,81,1,"0.6",0
53,81,1,"0.6",0
54,81,1,"0.6",0
55,81,1,"0.6",0
56,81,1,"0.6",0
57,81,1,"0.6",0
58,81,1,"0.6",0
59,81,1,"0.6",0
60,81,1,"0.6",0
61,81,1,"0.6",0
62,81,1,"0.6",0
63,81,1,"0.6",0
64,81,1,"0.6",0
65,81,1,"0.6",0
66,81,1,"0.6",0
67,81,1,"0.6",0
68,81,1,"0.6",0
69,81,1,"0.6",0
70,81,1,"0.6",0
71,81,1,"0.6",0
72,81,1,"0.6",0
73,81,1,"0.6",0
1,82,1,"0.6",0
2,82,1,"0.6",0
3,82,1,"0.6",0
4,82,1,"0.6",0
5,82,1,"0.6",0
6,82,1,"0.6",0
7,82,1,"0.6",0
8,82,1,"0.6",0
9,82,1,"0.6",0
10,82,1,"0.6",0
11,82,1,"0.6",0
12,82,1,"0.6",0
13,82,1,"0.6",0
14,82,1,"0.6",0
15,82,1,"0.6",0
16,82,1,"0.6",0
17,82,1,"0.6",0
